packets_per_sec,data_mb_per_sec,target_ip_count,device_type_encoded,attack_type
96.74636559518916,4.5297241173408445,1.0,0.0,0.0
95.47661907917733,4.522442750795705,1.0,0.0,0.0
86.93130982220192,3.807450811227208,1.0,0.0,0.0
97.41453835971822,4.498657577788709,1.0,0.0,0.0
92.98902473563388,3.229343659593133,1.0,0.0,0.0
83.20157591828804,3.334521301297563,1.0,0.0,0.0
101.58089359388215,4.060549384637213,1.0,0.0,0.0
82.54532485079768,3.53928580782677,1.0,0.0,0.0
85.06483532187805,3.111865242343892,1.0,0.0,0.0
91.77560403278027,3.739004654054426,1.0,0.0,0.0
102.90038135341916,4.084058261928309,1.0,0.0,0.0
108.69252172173923,3.9492709057484117,1.0,0.0,0.0
107.37242394395889,4.312900007440148,1.0,0.0,0.0
115.77273749930275,2.5842272099023154,1.0,0.0,0.0
113.0886474195477,4.5427253811893795,1.0,0.0,0.0
117.26265707417642,4.350550261386696,1.0,0.0,0.0
109.76861130409735,4.255445689387096,1.0,0.0,0.0
107.97089169785005,3.9018128481529435,1.0,0.0,0.0
89.62679997466734,2.8296171407426756,1.0,0.0,0.0
98.68705873811041,4.317881045079512,1.0,0.0,0.0
99.64974198093608,3.8530349436889377,1.0,0.0,0.0
96.95507521950512,3.115737140047732,1.0,0.0,0.0
105.01405711697414,4.201077003088328,1.0,0.0,0.0
95.4821626312331,4.35279510206862,1.0,0.0,0.0
95.55894389566132,4.432042516207419,1.0,0.0,0.0
122.6157966861663,4.16076449654427,1.0,0.0,0.0
98.6143862826705,4.858413309874966,1.0,0.0,0.0
124.29491634035526,4.931666789020689,1.0,0.0,0.0
92.06518760462048,4.1035295154186855,1.0,0.0,0.0
91.65432985757522,3.422149066691177,1.0,0.0,0.0
87.85943679510088,4.345158106451621,1.0,0.0,0.0
111.28573182469879,3.8828755287910504,1.0,0.0,0.0
104.95639735831456,3.498168364835797,1.0,0.0,0.0
107.2079963127795,4.0788289677975245,1.0,0.0,0.0
102.28367237612105,3.8995037817542415,1.0,0.0,0.0
91.03040763053882,4.110832067108475,1.0,0.0,0.0
110.51594250022096,3.258949755117491,1.0,0.0,0.0
89.7433911983131,3.8234188733533694,1.0,0.0,0.0
94.31755162046116,3.8563963232433127,1.0,0.0,0.0
103.33035652576227,4.386231000072294,1.0,0.0,0.0
101.64346926876995,4.267913056168984,1.0,0.0,0.0
96.49873799140066,3.796161221073241,1.0,0.0,0.0
97.04108066068036,4.29930513367324,1.0,0.0,0.0
96.30973682543234,3.5189647790759486,1.0,0.0,0.0
96.6081402395825,3.953218145889744,1.0,0.0,0.0
